homo,index,lumo
-0.2607,390,0.0735
-0.303,391,0.0843
-0.2625,392,0.0783
-0.248,393,0.0861
-0.2621,394,0.0721
-0.256,395,0.0618
-0.2545,396,0.079
-0.2606,397,0.049
-0.24,398,0.0571
-0.2853,399,0.037
-0.2444,400,0.0441
-0.2743,401,0.0226
-0.2616,402,0.0263
-0.3007,403,0.0031
-0.2722,404,0.029
-0.2424,405,0.035
-0.2828,406,0.0136
-0.2482,407,-0.0141
-0.2483,408,-0.0234
-0.2592,409,-0.0374
-0.2519,410,-0.0315
-0.2616,411,0.0757
-0.2463,412,0.0724
-0.2611,413,0.081
-0.2627,414,0.0859
-0.2587,415,0.0877
-0.2519,416,0.0723
-0.245,417,0.0897
-0.2421,418,0.0639
-0.2374,419,-0.0163
-0.2452,420,0.0373
-0.2615,421,0.0284
-0.2726,422,0.0099
-0.2421,423,-0.0238
-0.2575,424,-0.0323
-0.2414,425,0.0394
-0.2491,426,0.0196
-0.2481,427,0.0012
-0.2509,428,-0.0284
-0.2475,429,0.0204
-0.2717,430,0.0123
-0.2674,431,-0.0058
-0.2822,432,0.0842
-0.2522,433,0.0751
-0.2398,434,0.085
-0.2442,435,0.0626
-0.2476,436,0.0591
-0.2323,437,-0.0049
-0.2409,438,-0.0164
-0.2165,439,-0.0013
-0.25,440,-0.0182
-0.2793,441,-0.0315
-0.2462,442,-0.0302
-0.2366,443,-0.0429
-0.2428,444,-0.0263
-0.2549,445,0.0316
-0.272,446,0.0187
-0.2556,447,0.0548
-0.235,448,-0.0124
-0.237,449,0.0377
-0.2646,450,0.0149
-0.2439,451,-0.0253
-0.2775,452,-0.0003
-0.2457,453,0.0629
-0.2632,454,0.052
-0.2935,455,0.0401
-0.2238,456,0.037
-0.2252,457,0.0249
-0.2399,458,0.0319
-0.2335,459,0.0313
-0.246,460,0.0261
-0.2461,461,0.0209
-0.2341,462,0.03
-0.2473,463,0.0239
-0.2302,464,0.0182
-0.2491,465,0.0142
-0.3044,466,0.0828
-0.2379,467,0.0868
-0.2381,468,0.0839
-0.2502,469,0.0904
-0.2542,470,0.0896
-0.2601,471,0.0738
-0.2428,472,0.0712
-0.2571,473,0.0841
-0.2441,474,0.0725
-0.2104,475,0.0826
-0.2301,476,0.0537
-0.2552,477,0.0505
-0.243,478,0.0951
-0.2287,479,0.0868
-0.2293,480,0.0805
-0.2442,481,0.0955
-0.2475,482,0.0834
-0.2318,483,0.0706
-0.2465,484,-0.0565
-0.284,485,-0.085
-0.3277,486,-0.1164
-0.2615,487,0.0391
-0.2821,488,0.0193
-0.3397,489,-0.0013
-0.275,490,-0.0922
-0.3053,491,-0.1211
-0.2894,492,-0.0927
-0.2698,493,0.0135
-0.2899,494,-0.0071
-0.2549,495,-0.0302
-0.274,496,-0.0464
-0.2561,497,0.0191
-0.2788,498,-0.0017
-0.2819,499,-0.0051
-0.3057,500,-0.0259
-0.2626,501,-0.0461
-0.2578,502,-0.0386
-0.2579,503,-0.0377
-0.2773,504,-0.0513
-0.2265,505,0.0026
-0.2693,507,0.0206
-0.2463,508,-0.0269
-0.2408,509,-0.0172
-0.2771,510,-0.0239
-0.2405,511,-0.0092
-0.2842,512,-0.0374
-0.2442,513,-0.024
-0.2849,514,-0.0526
-0.2632,515,-0.0579
-0.2682,516,-0.0625
-0.239,517,0.0588
-0.2418,518,0.0372
-0.2515,519,0.0292
-0.2447,520,0.0282
-0.2431,521,0.0619
-0.2397,522,0.0646
-0.2424,523,0.0413
-0.2456,524,0.0272
-0.2579,525,0.0587
-0.3164,526,0.0376
-0.2476,527,0.023
-0.2547,528,0.0346
-0.2825,529,0.0109
-0.2584,530,0.0547
-0.2751,531,0.0324
-0.2594,532,0.0564
-0.282,533,0.0354
-0.248,534,-0.0188
-0.2492,535,0.034
-0.2771,536,0.0095
-0.2564,537,-0.027
-0.2544,538,-0.0258
-0.2512,539,-0.0209
-0.2477,540,0.0352
-0.27,541,0.0147
-0.281,542,0.0033
-0.3039,543,0.0917
-0.2614,544,0.0813
-0.2496,545,0.0912
-0.2481,546,0.0928
-0.2599,547,0.0832
-0.2515,548,0.078
-0.2512,549,0.0848
-0.2614,550,0.0773
-0.2544,551,0.0501
-0.2535,552,0.0206
-0.2533,553,0.0374
-0.3085,554,0.0282
-0.2526,555,0.0144
-0.2807,556,-0.0024
-0.2731,557,0.0136
-0.2459,558,-0.023
-0.2487,559,-0.0357
-0.2557,560,-0.0341
-0.2396,561,0.0265
-0.2475,562,0.0325
-0.2855,563,0.0897
-0.2406,564,0.087
-0.2416,565,0.0778
-0.2445,566,0.0871
-0.247,567,0.0697
-0.2613,568,0.0775
-0.2475,569,0.0698
-0.2432,570,0.0686
-0.2584,571,0.0556
-0.2611,572,0.0484
-0.239,573,0.0381
-0.3029,574,0.0346
-0.2641,575,0.0237
-0.2893,576,0.0256
-0.2611,577,0.0199
-0.2588,578,0.0211
-0.2458,579,-0.0201
-0.2489,580,-0.0268
-0.2535,581,-0.0285
-0.2497,582,-0.0251
-0.2469,583,0.0288
-0.2762,584,0.0022
-0.2264,585,0.0572
-0.229,586,0.0408
-0.2473,587,0.0288
-0.2707,588,0.0954
-0.2621,589,0.0961
-0.2296,590,0.0931
-0.2424,591,0.0952
-0.2495,592,0.0923
-0.2447,593,0.0781
-0.2579,594,0.0832
-0.2617,595,0.0807
-0.2659,596,0.0771
-0.2447,597,0.0883
-0.24,598,0.0508
-0.2867,599,0.0307
-0.2454,600,0.0378
-0.2776,601,0.016
-0.2601,602,0.0209
-0.2985,603,-0.0034
-0.2293,604,0.0338
-0.2579,605,0.0112
-0.2506,606,0.0359
-0.278,607,0.0249
-0.2446,608,-0.0158
-0.2505,609,0.0039
-0.2482,610,-0.0262
-0.2601,611,-0.0431
-0.2353,612,-0.0384
-0.2437,613,-0.0148
-0.2572,614,0.0794
-0.2467,615,0.072
-0.2622,616,0.0801
-0.263,617,0.094
-0.2517,618,0.0822
-0.22,619,0.0865
-0.2567,620,0.0971
-0.2199,621,0.0929
-0.2232,622,0.0695
-0.2416,623,0.093
-0.2289,624,0.0739
-0.25,625,0.079
-0.2425,626,-0.0086
-0.257,627,-0.0237
-0.251,628,-0.027
-0.2455,629,0.0075
-0.2454,630,0.033
-0.2521,631,0.0176
-0.2507,632,0.012
-0.2459,633,0.0373
-0.2725,634,0.0939
-0.2618,635,0.0883
-0.2299,636,0.0898
-0.2585,637,0.0791
-0.2355,638,0.0627
-0.265,639,0.0859
-0.2618,640,0.0944
-0.224,641,0.0811
-0.241,642,0.0696
-0.2449,643,0.0588
-0.2579,644,0.0764
-0.2554,645,0.0656
-0.2223,646,0.0181
-0.2346,647,0.0008
-0.2957,648,0.0922
-0.2355,649,0.0984
-0.2427,650,0.0923
-0.2892,651,0.1047
-0.2338,652,0.0894
-0.2526,653,0.0751
-0.2388,654,0.0631
-0.2427,655,0.0243
-0.2343,656,0.0337
-0.2453,657,0.0278
-0.2913,658,0.087
-0.2429,659,0.0894
-0.2351,660,0.0954
-0.2601,661,0.0912
-0.2634,662,0.0842
-0.2393,663,0.0766
-0.2484,664,0.0584
-0.2481,665,0.0932
-0.2325,666,0.0823
-0.2452,667,0.0769
-0.2374,668,0.0597
-0.2245,669,0.0251
-0.2458,670,0.015
-0.2299,671,0.0171
-0.2454,672,0.0022
-0.2611,673,0.0913
-0.2271,674,0.0914
-0.2482,675,0.0925
-0.2313,676,0.0896
-0.2561,677,0.0972
-0.2391,678,0.0757
-0.2557,679,0.0964
-0.2622,680,0.0182
-0.2407,681,-0.0079
-0.25,682,-0.0123
-0.2405,683,-0.0181
-0.2489,684,-0.031
-0.2495,685,-0.0245
-0.2475,686,0.0085
-0.2803,687,-0.0009
-0.2504,688,0.0931
-0.2504,689,0.0893
-0.2317,690,0.0887
-0.25,691,0.0768
-0.2377,692,0.0756
-0.2521,693,0.0773
-0.235,694,0.0621
-0.2893,695,0.1064
-0.2293,696,0.0946
-0.2321,697,0.0778
-0.2251,698,0.0625
-0.2396,699,0.0534
-0.2495,700,0.0447
-0.2473,701,0.0925
-0.2596,702,0.0938
-0.2188,703,0.0925
-0.2328,704,0.0704
-0.2493,705,0.0746
-0.2647,706,0.0726
-0.2073,707,0.0868
-0.2059,708,0.0799
-0.2318,709,0.0634
-0.2206,710,0.0711
-0.2009,711,0.0708
-0.2233,712,0.0552
-0.256,713,0.0396
-0.2359,714,0.0934
-0.2442,715,0.1074
-0.2409,716,0.0905
-0.2238,717,0.0883
-0.2298,718,0.084
-0.2242,719,0.085
-0.2152,720,0.0669
-0.2329,721,-0.0503
-0.2556,722,-0.0696
-0.2475,723,-0.1121
-0.2631,724,-0.1005
-0.2639,725,-0.0979
-0.2317,726,0.026
-0.2527,727,-0.0071
-0.251,728,0.0018
-0.2707,729,-0.0356
-0.2321,730,0.028
-0.2499,731,0.0027
-0.2549,732,-0.008
-0.2697,733,-0.0371
-0.2565,734,0.011
-0.2874,735,-0.0235
-0.2393,736,0.0296
-0.2566,737,0.0134
-0.2584,738,0.0012
-0.2882,739,-0.0242
-0.2618,740,-0.0052
-0.2916,741,-0.0228
-0.3017,742,-0.0417
-0.3198,743,-0.0698
-0.2378,744,0.0247
-0.2576,745,0.0014
-0.2624,746,0.0091
-0.2491,747,0.0168
-0.2827,748,-0.0149
-0.2587,749,-0.0011
-0.2907,750,-0.0245
-0.3198,751,-0.0474
-0.206,756,0.038
-0.218,757,0.0127
-0.2234,758,0.0126
-0.2338,759,-0.0171
-0.1956,760,0.0301
-0.2126,761,0.0044
-0.2186,762,-0.0048
-0.2311,763,-0.0346
-0.2268,764,0.0283
-0.2475,765,0.0015
-0.2006,766,0.0347
-0.2143,767,0.0189
-0.2181,768,0.006
-0.2385,769,-0.0191
-0.2328,770,0.0029
-0.2447,771,-0.0138
-0.2516,772,-0.0343
-0.2663,773,-0.0625
-0.2283,774,0.0138
-0.2655,775,-0.0128
-0.261,776,-0.0285
-0.2987,777,-0.059
-0.2998,778,-0.0327
-0.3348,779,-0.088
-0.2185,780,0.0394
-0.2132,781,0.0237
-0.2326,782,-0.0042
-0.2453,783,0.025
-0.2207,784,0.0271
-0.2392,785,0.0082
-0.2405,786,-0.0028
-0.269,787,-0.0312
-0.2581,788,-0.0063
-0.2744,789,-0.0275
-0.3005,790,-0.0778
-0.2248,791,-0.0214
-0.2492,792,0.0065
-0.2661,793,-0.0126
-0.2459,794,-0.0382
-0.2419,795,0.0103
-0.2382,796,0.0178
-0.2497,797,0.0055
-0.2278,798,-0.0326
-0.2537,799,-0.0387
-0.2393,800,0.0188
-0.2437,801,0.0114
-0.2394,802,0.0102
-0.2202,803,0.0053
-0.2421,804,0.0067
-0.2418,805,-0.0602
-0.2383,806,-0.031
-0.237,807,-0.0314
-0.2392,808,0.0153
-0.2503,809,0.0051
-0.24,810,0.0099
-0.2291,811,0.004
-0.2477,812,-0.0022
-0.2503,813,-0.002
-0.2347,814,0.011
-0.2178,815,-0.0249
-0.1873,816,-0.0122
-0.2369,817,0.0136
-0.2485,818,0.0026
-0.2304,819,0.0138
-0.2316,820,0.0017
-0.2458,821,-0.0027
-0.23,822,0.0164
-0.2319,823,0.0083
-0.2513,824,-0.0028
-0.2324,825,0.002
-0.3166,826,0.0022
-0.3831,827,-0.0244
-0.2957,828,-0.0714
-0.2571,829,0.0697
-0.2955,830,0.0532
-0.3543,831,0.0922
-0.1894,832,0.0527
-0.2072,833,0.0287
-0.1686,834,0.0552
-0.1872,835,0.0328
-0.1793,836,0.0498
-0.1985,837,0.0258
-0.1791,838,0.0592
-0.1782,839,0.0676
-0.198,840,0.0562
-0.1811,841,0.045
-0.2026,842,0.0352
-0.2205,843,0.0268
-0.206,844,0.0397
-0.2274,845,0.014
-0.1971,846,0.0174
-0.1921,847,0.0343
-0.2136,848,0.0085
-0.1637,849,0.0612
-0.1699,850,0.0513
-0.174,851,0.0553
-0.1779,852,0.0453
-0.1633,853,0.0709
-0.1739,854,0.0622
-0.195,855,0.0349
-0.182,856,0.0417
-0.1786,857,0.0495
-0.1945,858,0.0344
-0.1714,859,0.0648
-0.1866,860,0.0565
-0.1849,861,0.0493
-0.2015,862,0.0273
-0.1766,863,0.0551
-0.1764,864,0.0421
-0.1738,865,0.0626
-0.2243,866,0.0129
-0.1993,867,0.0322
-0.1961,868,0.0513
-0.2163,869,0.0262
-0.196,870,0.0257
-0.1933,871,0.0472
-0.171,872,0.0618
-0.1783,873,0.0406
-0.1916,875,0.0354
-0.2014,876,0.0306
-0.1914,877,0.055
-0.2191,878,0.0241
-0.1637,879,0.0726
-0.1858,880,0.0621
-0.1889,882,0.0448
-0.2119,883,0.0277
-0.2139,886,0.0278
-0.2414,887,0.0124
-0.1795,889,0.0543
-0.1911,890,0.0466
-0.2028,892,0.0398
-0.2178,893,0.0334
-0.1833,895,0.0512
-0.2031,896,0.0458
-0.2319,899,0.0286
-0.1961,900,0.0494
-0.1719,901,0.0525
-0.1841,902,0.0475
-0.2122,903,0.0367
-0.1822,904,0.0386
-0.1973,905,0.0318
-0.2147,909,-0.0104
-0.2323,910,-0.0284
-0.2372,911,-0.0374
-0.2557,912,-0.0481
-0.2737,913,-0.0602
-0.2142,915,-0.0473
-0.2368,916,-0.069
-0.2342,917,-0.0702
-0.2407,918,-0.0592
-0.2666,919,-0.0812
-0.2165,920,-0.0382
-0.2398,921,-0.0592
-0.2327,922,-0.0614
-0.2462,923,-0.0495
-0.2704,924,-0.0708
-0.2389,925,-0.06
-0.2659,926,-0.0815
-0.2579,927,-0.0857
-0.2693,928,-0.0727
-0.2954,929,-0.0947
-0.2361,930,0.0045
-0.2489,931,-0.0177
-0.248,932,-0.0209
-0.2438,933,-0.0469
-0.2478,934,-0.0379
-0.2473,935,-0.0197
-0.2443,936,-0.0361
-0.2438,937,-0.0469
-0.2484,938,-0.0362
-0.1991,940,0.0086
-0.2124,941,-0.0137
-0.2239,942,-0.0358
-0.2275,943,-0.0332
-0.2112,944,-0.0104
-0.2261,945,-0.0272
-0.2239,946,-0.0357
-0.2369,947,-0.0189
-0.2547,948,-0.0356
-0.2191,949,0.001
-0.251,950,-0.0094
-0.2336,951,-0.0218
-0.2486,952,-0.0474
-0.2509,953,-0.0425
-0.2342,954,-0.0209
-0.2562,955,-0.0416
-0.2486,956,-0.0474
-0.2607,957,-0.0323
-0.2773,958,-0.0535
-0.1892,959,0.0522
-0.2067,960,0.0281
-0.2061,961,0.0383
-0.2264,962,0.0118
-0.1744,963,0.0523
-0.1862,964,0.0313
-0.1969,965,0.0129
-0.1911,966,0.0569
-0.1802,967,0.0407
-0.2294,968,0.0104
-0.1779,969,0.0499
-0.1959,970,0.0248
-0.1912,971,0.0328
-0.2113,972,0.0055
-0.1768,973,0.0585
-0.194,974,0.0466
-0.1862,975,0.0306
-0.1975,976,0.0211
-0.1802,977,0.0547
-0.1809,978,0.0344
-0.1938,979,0.0369
-0.2056,980,0.009
-0.1754,981,0.0638
-0.1938,982,0.0447
-0.1856,983,0.0309
-0.1747,984,0.0573
-0.1804,985,0.0395
-0.1946,986,0.0566
-0.1733,987,0.0597
-0.1843,988,0.0539
-0.2131,989,0.0299
-0.1927,990,0.0345
-0.1708,991,0.064
-0.1829,992,0.0472
-0.1911,993,0.0401
-0.1861,994,0.0534
-0.191,995,0.0511
-0.1817,996,0.0545
-0.1787,997,0.0612
-0.2105,998,0.0365
-0.2013,999,0.0473
-0.211,1000,0.0372
-0.1984,1001,0.047
-0.1908,1002,0.0385
-0.2148,1004,0.0208
-0.2014,1005,0.0006
-0.2176,1006,-0.0207
-0.2202,1007,-0.0122
-0.238,1008,-0.035
-0.2204,1009,-0.0156
-0.2403,1010,-0.039
-0.2336,1011,-0.0234
-0.2523,1012,-0.0466
-0.2551,1013,-0.0376
-0.2763,1014,-0.0623
-0.2529,1015,-0.0417
-0.2753,1016,-0.0673
-0.2054,1017,0.0167
-0.2181,1018,0.005
-0.2252,1019,-0.0079
-0.2394,1020,-0.021
-0.2362,1021,-0.0066
-0.2538,1022,-0.0199
-0.2568,1023,-0.0328
-0.2774,1024,-0.0473
-0.2294,1025,-0.0431
-0.249,1026,-0.0596
-0.2497,1027,-0.0566
-0.2678,1028,-0.0741
-0.2477,1029,-0.0592
-0.2688,1030,-0.0791
-0.2273,1031,-0.0298
-0.2422,1032,-0.0372
-0.2469,1033,-0.0513
-0.2599,1034,-0.0583
-0.2311,1035,-0.0376
-0.2518,1036,-0.0549
-0.1875,1037,0.0308
-0.2156,1038,0.0162
-0.1938,1039,0.0483
-0.2123,1040,0.0232
-0.2358,1041,0.0065
-0.2142,1042,0.0354
-0.2364,1043,0.0081
-0.1857,1044,0.0529
-0.1783,1045,0.0405
-0.1976,1046,0.0213
-0.1999,1047,0.0319
-0.1782,1048,0.063
-0.1935,1049,0.0365
-0.2003,1050,0.0447
-0.2212,1051,0.0114
-0.2009,1052,0.0513
-0.2226,1053,0.0234
-0.2412,1054,0.0052
-0.1958,1055,0.0403
-0.22,1056,0.014
-0.215,1057,0.0302
-0.243,1058,-0.0015
-0.2134,1059,0.0357
-0.2485,1060,-0.0038
-0.1989,1061,0.0515
-0.2162,1062,0.0365
-0.2185,1063,0.0238
-0.2387,1064,0.0086
-0.1704,1065,0.0575
-0.1787,1066,0.0416
-0.1898,1067,0.0312
-0.1986,1068,0.0135
-0.1888,1069,0.0518
-0.1948,1070,0.0329
-0.2094,1071,0.0248
-0.2164,1072,0.0031
-0.2053,1073,0.0423
-0.2147,1074,0.0385
-0.2247,1075,0.0168
-0.2382,1076,0.0079
-0.1997,1077,0.0474
-0.2201,1078,0.0337
-0.196,1079,0.0558
-0.2157,1080,0.0412
-0.2158,1081,0.0431
-0.2404,1082,0.0683
-0.2593,1084,0.0514
-0.3136,1085,0.0317
-0.2559,1086,0.0511
-0.2844,1087,0.026
-0.2463,1088,-0.0226
-0.2461,1089,0.032
-0.267,1090,0.0121
-0.2411,1091,-0.0169
