id,atomization_energy
176,1974.866204
177,1872.0727
178,1897.303582
179,1635.705747
180,1711.877182
181,2230.551649
182,1740.330323
183,1694.878591
184,1713.750924
185,2176.804876
186,2035.894592
187,2011.203996
188,1726.264709
189,1478.013991
190,1927.66686
191,1206.373502
192,1532.821254
193,1796.468533
194,1551.551771
195,1604.293274
196,1715.33413
197,1896.722509
198,2183.295829
199,1786.939809
200,1983.761144
201,1651.758683
202,926.836441
203,1763.203026
204,1525.157487
205,1155.235284
206,1725.221161
207,1083.206663
208,2338.51018
209,1872.810023
210,2024.478948
211,1749.095369
212,1627.002825
213,2145.562458
214,1400.03031
215,1808.595772
216,1460.436836
217,2172.02263
218,1703.048758
219,1690.896419
220,1688.66186
221,2055.442753
222,1896.260662
223,1436.393829
224,2008.621168
225,1925.900422
226,1909.182955
227,1579.632171
228,1921.063583
229,1690.267028
230,1907.518801
231,1924.811066
232,1808.642208
233,2040.711351
234,1930.215174
235,1691.003096
236,2108.870124
237,1928.429911
238,2071.687078
239,1619.935191
240,1573.055876
241,2237.319961
242,1804.329338
243,2201.084454
244,1776.70953
245,1485.256072
246,1906.870584
247,1859.041221
248,1807.710357
249,1499.770355
250,1610.218214
251,1531.97098
252,2174.022501
253,1926.025924
254,1818.765811
255,1705.112635
256,1774.961917
257,1572.235722
258,2143.13086
259,1911.500973
260,1324.692207
261,1882.366985
262,1356.193159
263,1729.284282
264,1890.374628
265,2112.651493
266,1579.59201
267,1802.700953
268,1735.212987
269,2053.190623
270,1862.380196
271,1455.418019
272,1721.004928
273,1767.955152
274,1697.679791
275,2125.111939
276,1533.476374
277,1065.154484
278,1916.337185
279,1391.902813
280,1708.129699
281,1618.427287
282,2307.305412
283,1748.783497
284,1699.903683
285,1661.183868
286,1565.306768
287,1839.532593
288,1719.708495
289,2024.736227
290,1895.505769
291,1201.308877
292,1851.659832
293,2162.393504
294,1771.238279
295,2086.092175
296,1895.143696
297,1323.402676
298,1981.706052
299,1810.187135
300,2048.631142
301,1625.889624
302,1877.313028
303,1641.454357
304,1622.657325
305,1401.787963
306,1624.495299
307,1553.858494
308,1568.872274
309,1749.267934
310,1886.603298
311,1768.966696
312,1589.045433
313,1728.346784
314,1327.017755
315,1741.266566
316,1602.894557
317,1449.662507
318,1926.100597
319,1766.778572
320,1567.03681
321,1609.017162
322,1541.07488
323,1357.283769
324,1548.40293
325,1779.87343
326,1734.691527
327,1933.224707
328,1339.996524
329,1676.583566
330,1450.465718
331,1621.574872
332,2032.030392
333,1839.84321
334,1799.752288
335,1925.968193
336,1515.709084
337,1325.227472
338,1525.887907
339,1879.337999
340,1947.55011
341,2010.113385
342,1542.221339
343,1846.265765
344,1654.980941
345,2196.904616
346,1690.957915
347,1948.368382
348,1800.11185
349,1688.952396
350,1769.875957
351,1414.186285
352,1450.683464
353,1367.622608
354,2064.677175
355,1506.39685
356,1939.814179
357,1836.497332
358,1393.337299
359,2070.873199
360,1784.59418
361,1662.275106
362,1643.853952
363,1536.629606
364,2054.350259
365,1997.331027
366,1531.168396
367,1759.188224
368,1255.518125
369,1987.922784
370,1849.0381
371,1802.503287
372,1475.407318
373,1191.903145
374,2053.599759
375,2042.566895
376,1893.244226
377,1856.73889
378,1907.932329
379,2336.898109
380,1880.900497
381,1954.988602
382,1827.256635
383,1957.506168
384,2109.361463
385,1906.019682
386,1654.89058
387,1814.917298
388,1809.422201
389,1751.781735
390,1985.363802
391,1896.839853
392,1622.738902
393,1748.929079
394,1338.081994
395,2192.97139
396,1821.052453
397,1386.353124
398,1221.099256
399,2012.300254
400,1823.912639
401,1604.150202
402,1451.82804
403,1650.743373
404,1361.262804
405,1977.1723
406,1318.09144
407,1738.925958
408,1936.859239
409,2093.301626
410,1754.311224
411,1771.49995
412,1800.445685
413,1590.262173
414,1684.045903
415,1532.681947
416,1615.357513
417,1775.84796
418,1502.112846
419,1791.573963
420,2032.490983
421,1342.884948
422,1670.72075
423,2163.337905
424,1886.315899
425,1923.082279
426,1828.411251
427,1355.166554
428,1569.740746
429,2037.863088
430,1947.87516
431,2468.988754
432,1405.135096
433,1725.177863
434,1508.220392
435,1173.579882
436,1778.459025
437,1711.38145
438,1504.80737
439,1807.173837
440,1924.559435
441,1893.102409
442,2056.112305
443,1737.228546
444,1619.430047
445,1920.17503
446,1743.592742
447,1477.553399
448,1745.092489
449,1946.347175
450,1785.495911
451,1521.20418
452,1828.187231
453,1899.671173
454,1801.513078
455,1849.216312
456,1648.323071
457,1851.937191
458,1659.610075
459,1649.339008
460,2029.8065
461,1765.433821
462,1701.916732
463,1394.695228
464,1509.70194
465,1741.424699
466,1629.334649
467,1708.551385
468,1527.407734
469,1716.800618
470,1429.257169
471,1425.037798
472,1475.319467
473,1962.441526
474,1398.055539
475,1755.340338
476,1607.865056
477,1913.029585
478,1746.19816
479,1478.574356
480,2171.517485
481,2063.370701
482,1637.182276
483,1597.017935
484,1806.86322
485,1593.632524
486,1723.590265
487,2226.270783
488,1504.692536
489,1861.690564
490,1975.043789
491,1870.322577
492,1475.35649
493,1819.899719
494,1716.567812
495,1738.292801
496,1683.424669
497,2016.196457
498,1752.785749
499,1667.842993
500,1476.705007
501,1702.656565
502,2042.91077
503,1703.684425
504,1873.623275
505,1943.39349
506,1742.294426
507,1837.605513
508,1717.800867
509,1669.584331
510,1223.764287
511,1427.356444
512,1655.120248
513,1442.72414
514,1801.375654
515,1500.714129
516,1569.872523
517,1523.482038
518,2042.536147
519,1237.147799
520,1673.417156
521,1931.377948
522,1433.830455
523,1982.338582
524,1331.737878
525,1677.994834
526,2114.362083
527,1991.637637
528,1790.968417
529,1925.267265
530,1278.495622
531,1718.364371
532,1822.129886
533,1573.921211
534,2122.943268
535,1739.93311
536,1755.019054
537,1766.76414
538,1608.298664
539,2069.015772
540,1821.199918
541,1477.481236
542,1614.675411
543,1511.78527
544,1380.624594
545,1796.156661
546,1803.104441
547,1601.856029
548,1570.466774
549,1647.854949
550,1677.369208
551,1661.436754
552,1317.725602
553,2038.776741
554,1929.696852
555,1816.389434
556,1874.920963
557,1874.065669
558,1704.657691
559,2207.993955
560,1981.908738
561,1855.940699
562,1712.938928
563,1954.092519
564,1940.309284
565,1602.678066
566,1564.969795
567,1687.229256
568,1633.102213
569,1912.614802
570,1760.273814
571,1439.144201
572,2184.05888
573,1855.749308
574,1893.128137
575,2060.692493
576,2032.915179
577,1757.988426
578,1739.343879
579,1971.183982
580,1947.629176
581,2362.536244
582,1885.703451
583,1810.431236
584,1842.134246
585,1627.759601
586,1642.99301
587,1902.567755
588,1618.951257
589,1405.299503
590,1597.201168
591,1665.698795
592,2018.729711
593,1809.429104
594,1814.530752
595,1798.624027
596,1887.313011
597,1874.84378
598,1988.719721
599,2065.898935
600,1409.245907
601,1514.806726
602,1462.034474
603,1719.948831
604,2026.451837
605,1819.720252
606,1664.978415
607,1552.299761
608,1648.629295
609,1913.113044
610,2023.115999
611,1796.320441
612,1276.443667
613,1876.41569
614,2102.886198
615,1901.086834
616,1783.735121
617,2144.53397
618,1512.50063
619,1236.756861
620,2080.909578
621,1892.559614
622,1880.943167
623,1823.863694
624,1794.679505
625,2116.466748
626,1873.578094
627,2019.00456
628,1706.273527
629,1798.00091
630,1364.869726
631,1941.271883
632,1713.257702
633,1723.403895
634,1751.043784
635,1812.975157
636,1235.909723
637,1282.018457
638,1622.865031
639,1962.519337
640,1695.264509
641,1725.895734
642,1863.483357
643,1924.613401
644,1273.235841
645,1451.191746
646,1640.78104
647,1795.109349
648,1915.274185
649,1743.167291
650,1504.019846
651,1880.013826
652,2019.900643
653,1931.042231
654,1230.971228
655,1791.120902
656,1169.495426
657,1560.296736
658,1900.571649
659,1919.465317
660,1504.65614
661,2421.071539
662,1559.469052
663,1764.122954
664,1846.532456
665,1649.32834
666,1427.516459
667,1614.399307
668,1657.98922
669,1896.734431
670,1740.733811
671,2096.264096
672,1741.610441
673,1828.029098
674,1936.984114
675,1805.092389
676,1882.259681
677,2290.123588
678,2003.459279
679,2102.377288
680,1661.88354
681,1797.644485
682,1784.723447
683,1637.922737
684,2038.048203
685,1778.26387
686,1875.274878
687,1804.614855
688,1638.646882
689,1539.799154
690,1468.859262
691,1294.513416
692,2121.420304
693,1499.821184
694,1624.339049
695,1732.07356
696,2003.552151
697,1751.766047
698,2021.395369
699,1599.789015
700,1858.921366
701,1865.59367
702,1600.141675
703,1687.312088
704,1683.0946
705,1587.590867
706,1790.715531
707,1543.629469
708,1907.152963
709,1890.090366
710,1942.641107
711,1543.862903
712,1634.28695
713,1866.13521
714,1839.194994
715,1931.146397
716,1540.20076
717,1754.800053
718,1816.007281
719,1685.086941
720,1718.315425
721,2469.205872
722,1555.094686
723,2027.170335
724,1734.001895
725,1831.080047
726,1699.109884
727,1857.274155
728,2175.151389
729,1389.809443
730,1889.273977
731,2056.731029
732,1867.757948
733,1789.960637
734,1984.740686
735,2052.370468
736,1900.229656
737,1576.953335
738,1821.920926
739,1329.056532
740,1213.819524
741,1742.52786
742,1624.200997
743,2018.973812
744,1808.592635
745,1577.700698
746,1173.136861
747,1720.809146
748,2090.327233
749,1723.600933
750,2116.742224
751,2239.617272
752,1509.094512
753,2179.278516
754,1596.030236
755,1740.455825
756,1966.918175
757,1509.570163
758,2284.753366
759,2189.360076
760,1888.744987
761,2145.039115
762,1367.396704
763,1465.682811
764,2042.122619
765,1800.360344
766,1540.915493
767,1864.322336
768,1390.054799
769,2032.876274
770,1310.101995
771,1670.439626
772,1703.34306
773,2014.617645
774,1726.906651
775,1768.180427
776,1763.619692
777,1863.910063
778,1502.735963
779,1321.818843
780,1914.192987
781,1674.342104
782,1562.236366
783,1527.176183
784,1812.083467
785,1432.216501
786,1641.778152
787,1609.784606
788,1775.076124
789,1672.967859
790,1944.425743
791,2174.972549
792,1813.230554
793,1668.611692
794,1781.27152
795,1656.732947
796,1804.299846
797,2041.675833
798,1788.929013
799,1799.569683
800,1328.070715
801,1608.14116
802,1694.502713
803,1573.244129
804,1806.091384
805,1663.832583
806,1784.73035
807,1858.938937
808,2069.255481
809,1686.504484
810,1293.705812
811,2140.202903
812,1498.526005
813,1790.80903
814,1089.470458
815,1764.328777
816,1674.57742
817,1580.138571
818,2154.294245
819,1873.335876
820,1984.11757
821,1859.942324
822,1772.866665
823,1529.749598
824,1940.468044
825,1656.762439
826,1660.235702
827,1279.106188
828,1979.448275
829,1831.43961
830,2045.937874
831,1766.249582
832,1957.615354
833,1690.711304
834,1174.873178
835,2009.104978
836,2205.366575
837,1457.638774
838,1406.496163
839,1827.829551
840,1740.388054
841,1843.615167
842,1852.705262
843,2144.417254
844,1905.968854
845,1755.582557
846,1397.203382
847,1938.170733
848,1904.233791
849,1645.674355
850,1645.482965
851,1745.383653
852,2004.871175
853,2024.514089
854,1909.732025
855,1689.170142
856,1932.139117
857,1978.689617
858,1759.863423
859,1732.911284
860,1942.14914
861,1313.421518
862,1324.090426
863,1936.963406
864,2024.73058
865,1756.472365
866,2055.031107
867,1681.748593
868,1910.892289
869,2059.022691
870,1509.82807
871,1672.698658
872,1531.630242
873,2243.848565
874,2049.475142
875,1717.901896
876,2282.612933
877,1629.06482
878,2046.345755
879,1683.904086
880,1670.39068
881,1427.200195
882,1404.651914
883,2072.669757
884,2035.913417
885,1814.426586
886,1609.443868
887,971.979438
888,2052.293285
889,1796.267103
890,1864.674369
891,1670.366835
892,1638.030041
893,1722.054751
894,1758.669901
895,1921.551785
896,1657.063016
897,1863.490259
898,1291.437367
899,1580.368866
900,1591.328311
901,1672.707443
902,2232.160582
903,1542.429672
904,1707.566196
905,1770.535469
906,1624.143267
907,1870.454982
908,1444.189373
909,1771.198746
910,1446.784123
911,1779.880333
912,1720.108218
913,1883.561762
914,1600.768556
915,1351.373889
916,1684.165758
917,1661.520213
918,1424.249647
919,2016.161317
920,1928.815201
921,1327.373553
922,1757.068498
923,1636.259838
924,2024.09303
925,2024.160174
926,1775.939576
927,1986.460061
928,1929.314071
929,1409.240259
930,1796.476691
931,1520.345748
932,1634.736246
933,1373.961076
934,1551.369165
935,1751.904727
936,1395.051653
937,1847.33002
938,1978.635651
939,2050.596501
940,1825.73367
941,1874.576461
942,1819.589102
943,2071.321868
944,1737.043431
945,1791.545725
946,1688.255861
947,1619.672265
948,1241.903062
949,1761.279711
950,1699.594949
951,1988.442362
952,2489.275492
953,1731.635558
954,1766.333041
955,1340.180384
956,2467.928264
957,1551.249311
958,2068.258369
959,1879.551352
960,1700.195475
961,1802.271109
962,1903.734922
963,1570.213261
964,1883.668439
965,1938.768122
966,1680.295282
967,1445.666529
968,2008.362635
969,1706.97069
970,1473.984128
971,1575.505672
972,1630.688813
973,2112.197804
974,2095.621526
975,1404.788083
976,2154.259732
977,1695.705648
978,2044.66403
979,2131.846366
980,1513.420559
981,1567.090148
982,1723.9241
983,1436.527488
984,2355.512536
985,1623.897911
986,1371.021824
987,1722.391723
988,1605.026832
989,2184.646228
990,1996.620686
991,1504.77474
992,1343.904022
993,1625.050645
994,1978.660124
995,2034.219771
996,1709.102965
997,1443.97602
998,1662.010925
999,1653.498765
1000,1766.122198
1001,1656.733574
1002,1551.484
1003,1833.305194
1004,1937.183034
1005,1726.394603
1006,1196.301355
1007,1946.8222
1008,1497.212629
1009,1570.751036
1010,1771.526305
1011,1398.772154
1012,1519.856291
1013,1653.272234
1014,1289.614454
1015,1749.727898
1016,1853.060432
1017,1641.504558
1018,2094.045224
1019,1797.735474
1020,1576.182126
1021,1558.941944
1022,1993.843332
1023,1491.634074
1024,1874.326712
1025,1782.822722
1026,1361.787401
1027,1243.438576
1028,1695.63976
1029,1670.54693
1030,1964.406257
1031,1817.887298
1032,1608.062721
1033,1982.375605
1034,1540.086554
1035,2034.472657
1036,1581.565526
1037,1769.102238
1038,2153.341687
1039,1597.278979
1040,1363.865084
1041,1882.382045
1042,2034.283149
1043,1698.432175
1044,1791.819947
1045,1548.589301
1046,1748.64419
1047,1440.520328
1048,1885.480685
1049,1705.749557
1050,1724.645108
1051,1776.651171
1052,1871.564418
1053,1660.407639
1054,1854.440952
1055,1447.516426
1056,1537.470469
1057,1804.147361
1058,1341.774884
1059,1941.900647
1060,1586.064766
1061,1825.620091
1062,1886.020343
1063,1996.392273
1064,1657.330963
1065,1902.843231
1066,1891.600153
1067,1572.685019
1068,1878.49149
1069,2166.904666
1070,1675.299683
1071,1431.155384
1072,1842.058945
1073,1529.292771
1074,1866.345425
1075,1981.286876
1076,1958.1707
1077,1432.205834
1078,1533.272433
1079,1660.896469
1080,1565.226447
1081,1844.854497
1082,1411.752178
1083,1977.720115
1084,1428.051724
1085,1760.754486
1086,1950.624904
1087,1395.977857
1088,1739.982683
1089,1737.706708
1090,1568.320694
1091,1486.938424
1092,1842.633115
1093,2168.455868
1094,1777.925015
1095,2162.31381
1096,1599.891926
1097,2098.790447
1098,1660.211856
1099,1836.945374
1100,1722.259946
1101,1822.765553
1102,1218.416028
1103,1661.118607
1104,1831.158486
1105,1814.289789
1106,1546.042241
1107,1681.624346
1108,1789.29234
1109,1543.891768
1110,1760.343468
1111,1738.871992
1112,1696.077133
1113,2183.175975
1114,1518.793291
1115,1416.215649
1116,1704.059048
1117,1745.293919
1118,1654.18024
1119,1272.803488
1120,1597.277096
1121,1662.875005
1122,1535.274187
1123,2034.123134
1124,1893.621359
1125,1982.75462
1126,1859.210648
1127,1627.991779
1128,1703.89464
1129,2153.457148
1130,2193.079949
1131,1754.346364
1132,2043.053842
1133,1645.427117
1134,1741.921058
1135,1461.018537
1136,1822.933098
1137,1543.643902
1138,2025.176738
1139,1385.137011
1140,1752.920036
1141,1608.361415
1142,2146.535097
1143,1878.682252
1144,1977.920918
1145,1822.426698
1146,1756.209438
1147,1727.512824
1148,2006.072227
1149,1998.273545
1150,1728.526879
1151,1625.013622
1152,1696.771158
1153,1997.276433
1154,1153.264278
1155,1830.720484
1156,2039.777618
1157,1461.282091
1158,1955.933003
1159,1827.475635
1160,1787.480094
1161,1635.484864
1162,1850.465055
1163,1726.451707
1164,1789.96503
1165,1287.540536
1166,2110.839875
1167,1733.855685
1168,1694.268652
1169,1759.296155
1170,2017.381194
1171,1552.987511
1172,1659.977168
1173,1913.114926
1174,2045.69189
1175,1468.209163
1176,1580.944292
1177,1463.748201
1178,1529.185467
1179,1908.064734
1180,1906.108161
1181,1722.412431
1182,2471.17876
1183,2035.04871
1184,1524.363061
1185,2058.415263
1186,1556.840416
1187,1933.251063
1188,1870.626292
1189,1597.441504
1190,2060.292142
1191,1391.452889
1192,1458.96721
1193,1581.868613
1194,1771.6813
1195,1783.989889
1196,1449.250233
1197,1504.97366
1198,1868.061663
1199,1881.306495
1200,1844.118429
1201,1661.090997
1202,1865.731722
1203,2117.233564
1204,1956.80273
1205,1668.989452
1206,1792.780663
1207,1527.611675
1208,2283.834066
1209,1953.483835
1210,1510.710975
1211,1690.755857
1212,1569.083117
1213,1872.717152
1214,1348.337373
1215,1624.964048
1216,1745.051073
1217,2176.094535
1218,2076.366413
1219,1827.41163
1220,1444.227024
1221,1512.240214
1222,1714.621907
1223,1852.38084
1224,2282.73969
1225,2032.330969
1226,1989.140779
1227,2094.747406
1228,1741.399598
1229,1809.383296
1230,2035.742735
1231,1888.61572
1232,1872.511956
1233,1938.334513
1234,1622.553786
1235,1623.600471
1236,1615.959294
1237,1589.123244
1238,1841.274558
1239,1313.761628
1240,2275.458076
1241,1443.244345
1242,1693.723347
1243,2066.351996
1244,1680.475377
1245,1769.838306
1246,1890.631906
1247,1877.063279
1248,1620.934813
1249,1968.343248
1250,1744.505768
1251,1931.465172
1252,1912.368818
1253,1967.000379
1254,1581.052224
1255,1552.659324
1256,1732.179609
1257,1880.682751
1258,1746.274088
1259,1603.030099
1260,1421.015466
1261,1492.94745
1262,1551.240526
1263,1848.258106
1264,1508.931359
1265,1877.10846
1266,1776.284079
1267,2044.711094
1268,1402.411079
1269,1743.336091
1270,1757.722362
1271,1607.847485
1272,1700.908953
1273,1459.391406
1274,1378.10389
1275,1641.718539
1276,1787.818322
1277,1659.25114
1278,1783.481607
1279,1761.231393
1280,2147.293127
1281,1551.969064
1282,1764.038868
1283,1931.551768
1284,1646.735473
1285,1601.575533
1286,2067.379229
1287,1677.324027
1288,1713.9762
1289,2034.067913
1290,1641.2523
1291,1167.107127
1292,1659.470141
1293,1718.420846
1294,1492.879052
1295,1836.210561
1296,2127.627623
1297,1317.819728
1298,1753.673674
1299,2100.327844
1300,1467.752964
1301,1598.923052
1302,1678.739687
1303,1673.964344
1304,1774.426652
1305,1600.433467
1306,2253.672846
1307,1595.790528
1308,1555.912958
1309,1498.930121
1310,1888.31326
1311,2229.107751
1312,1887.921067
1313,1562.607224
1314,1804.703961
1315,1834.464203
1316,1832.228389
1317,2052.568761
1318,1728.767842
1319,1911.195376
1320,1839.902196
1321,2066.060832
1322,1925.587923
1323,1841.315346
1324,2046.956948
1325,1743.513676
1326,1846.846838
1327,1507.77486
1328,1538.866049
1329,1583.42358
1330,1860.501434
1331,2058.090841
1332,1885.247252
1333,1758.441488
1334,1972.719496
1335,1815.41303
1336,1779.365775
1337,1937.942947
1338,1662.794056
1339,2016.258581
1340,1679.997843
1341,1634.236749
1342,1664.463857
1343,1565.979457
1344,1706.850208
1345,1949.288938
1346,2189.400864
1347,1777.728604
1348,1530.156224
1349,1572.63921
1350,1893.065386
1351,1910.918645
1352,1761.066358
1353,1576.916939
1354,1766.830656
1355,1647.54998
1356,1732.324563
1357,1679.971487
1358,1461.039245
1359,2071.351361
1360,1933.081008
1361,2030.907778
1362,1741.081451
1363,1490.384703
1364,1768.881355
1365,1897.223888
1366,1295.665523
1367,1468.72372
1368,1880.975798
1369,1640.08827
1370,1875.024502
1371,1463.683568
1372,1511.822293
1373,1652.699946
1374,1674.487059
1375,1542.545761
1376,2047.298941
1377,1772.657077
1378,1403.832387
1379,2305.249065
1380,2016.292466
1381,2365.38388
1382,1744.388424
1383,1417.255432
1384,2014.399271
1385,1860.755575
1386,1606.802683
1387,2064.29565
1388,1704.420493
1389,1615.47172
1390,1678.337454
1391,1380.884383
1392,1908.308835
1393,1959.74512
1394,1791.963646
1395,1202.186135
1396,1777.766255
1397,1267.255053
1398,1611.328905
1399,1582.970519
1400,1884.400742
1401,1578.830842
1402,1298.328671
1403,1772.958909
1404,1059.821913
1405,1150.58105
1406,1890.896715
1407,2158.514871
1408,1928.745548
1409,2279.305961
1410,2346.475779
1411,1200.557749
1412,1786.186798
1413,2077.620176
1414,1951.17774
1415,1358.497372
1416,1507.182492
1417,1285.654872
1418,1786.747791
1419,1565.784302
1420,1632.642876
1421,1695.877585
1422,1392.858509
1423,1460.815224
1424,2093.708251
1425,1847.33002
1426,1547.616662
1427,1623.429161
1428,1911.08117
1429,1863.130697
1430,1602.203669
1431,1910.907977
1432,1660.83309
1433,2169.002429
1434,1514.479794
1435,1522.737812
1436,1736.443532
1437,1645.570816
1438,1872.932387
1439,1678.156104
1440,1745.034758
1441,1824.322403
1442,1686.614925
1443,2025.589012
1444,1439.900977
1445,1659.874884
1446,1540.512005
1447,1870.184525
1448,1875.497644
1449,1808.563142
1450,1630.574606
1451,1783.949101
1452,1836.458427
1453,1300.255124
1454,1757.523442
1455,2213.74131
1456,1574.736973
1457,1650.879543
1458,1421.691921
1459,1822.651346
1460,1632.848699
1461,1609.003985
1462,1654.8705
1463,1738.518077
1464,1797.926237
1465,1746.339977
1466,1478.80277
1467,2028.200077
1468,1811.37752
1469,2042.414411
1470,1549.767762
1471,1787.631951
1472,1910.980141
1473,1421.66933
1474,1704.876065
1475,2172.636961
1476,1529.969853
1477,1921.92076
1478,2033.997005
1479,1746.068265
1480,1755.004621
1481,1857.570967
1482,1307.957169
1483,1550.845195
1484,1842.004351
1485,1948.077218
1486,2030.022363
1487,1589.815387
1488,1759.365181
1489,1746.150469
1490,1972.391936
1491,1804.811265
1492,1919.715066
1493,1484.622916
1494,1718.051871
1495,1449.010525
1496,1560.124798
1497,1415.473934
1498,1378.009764
1499,1731.352552
1500,1986.326401
1501,1828.763911
1502,1370.125113
1503,1798.986727
1504,2105.84553
1505,1546.965307
1506,1685.72951
1507,2152.067843
1508,1424.164306
1509,1893.087349
1510,1729.170703
1511,1925.512622
1512,2045.877005
1513,1801.446562
1514,1658.9035
1515,1947.258318
1516,1892.186874
1517,2090.884461
1518,1997.53936
1519,1984.351003
1520,1570.318055
1521,1047.649493
1522,1347.400502
1523,1732.917559
1524,1637.590157
1525,1645.890219
1526,1562.438424
1527,1564.899514
1528,2017.194196
1529,2425.83245
1530,1646.704098
1531,1453.246838
1532,1942.691935
1533,2013.485618
1534,1637.199219
1535,2098.006688
1536,1457.215833
1537,1873.762582
1538,1550.8339
1539,1181.847941
1540,1976.237939
1541,1707.822847
1542,1859.829372
1543,1758.41074
1544,1651.045832
1545,1926.400547
1546,1587.880777
1547,2055.886401
1548,1629.591927
1549,2009.337156
1550,1628.037588
1551,1619.501583
1552,1846.508611
1553,1763.789747
1554,1551.200993
1555,1935.040718
1556,1729.009433
1557,1886.044188
1558,2051.598632
1559,2302.392644
1560,1831.154721
1561,1256.062802
1562,2101.991998
1563,1385.26063
1564,1676.098502
1565,1643.304881
1566,1659.874257
1567,2096.423483
1568,1813.172195
1569,1614.395542
1570,2168.507952
1571,1406.294732
1572,1982.176057
1573,2106.072061
1574,2011.883588
1575,1676.261654
1576,1845.854119
1577,1848.089934
1578,2043.860819
1579,1732.035909
1580,1338.247656
1581,1274.428108
1582,1229.797786
1583,1901.437611
1584,1629.011481
1585,1522.243963
1586,1751.082062
1587,1704.778801
1588,2339.092508
1589,1868.580612
1590,1530.326279
1591,1859.465417
1592,1846.588932
1593,1977.920291
1594,1442.187619
1595,1698.157953
1596,1995.493053
1597,1263.505059
1598,1739.09413
1599,1767.591197
1600,1874.514965
1601,2143.029204
1602,2030.71325
1603,1738.710722
1604,2027.145862
1605,1346.71589
1606,1401.703876
1607,1979.264415
1608,1822.666406
1609,1670.627878
1610,2134.176307
1611,1870.698455
1612,1601.642049
1613,1598.384022
1614,1488.380439
1615,1251.669612
1616,2010.269007
1617,1851.36051
1618,1655.720147
1619,1902.90159
1620,1959.154634
1621,1816.053717
1622,1746.424063
1623,1730.170325
1624,1699.261742
1625,1610.499966
1626,1886.587611
1627,1610.684454
1628,1837.371452
1629,1530.009387
1630,1477.416602
1631,1800.820308
1632,2051.171926
1633,1903.790142
1634,1449.781733
1635,1853.79399
1636,1626.523408
1637,1592.67369
1638,1892.151106
1639,1593.536515
1640,1907.589082
1641,1509.369361
1642,1744.29618
1643,1733.994992
1644,1571.614488
1645,1689.629478
1646,1792.546602
1647,1839.371951
1648,1349.605569
1649,1769.275431
1650,1384.998332
1651,1480.631331
1652,1783.959141
1653,1876.940915
1654,1552.943585
1655,2291.595725
1656,1952.893349
1657,1490.515225
1658,2144.953774
1659,2077.03973
1660,1097.831388
1661,2071.29865
1662,1667.298316
1663,1480.679649
1664,1601.641421
1665,1831.986798
