id,smiles_string
46,C[C@@]12C[C@]3(C)[C@@H](C[C@H]13)C2
47,CC[C@@](C)(CO)[C@@H](C)O
48,O=CC1(C=O)[C@H]2CN1C2
49,O=CC1(CNC=N1)C=O
50,C[C@H]1C[C@H]2CC(C)(C)[C@@H]12
51,CC(C)[C@]12C[C@H]1CO2
52,N#C[C@@]12CC[C@@H](CC1)C2
53,CC(C)(C)O
54,CC(=O)[C@H]1O[C@H]2C[C@@H]12
55,CC[C@@]12C[C@@H](C1)C2
56,O[C@H]1[C@@H]2[C@H]1C(=O)CC2=O
57,OC[C@@H](O)[C@@H](O)[C@H]1CN1
58,CC(=O)N1CC(C1)C=O
59,O[C@@H](CC#CC=O)C#C
60,CC(=O)Oc1n[nH]cc1
61,C[C@H]1[C@@]2(C)C[C@@]1(O2)C=O
62,C[C@H]1C[C@H]1[C@H]1C[C@H]2O[C@@H]12
63,C[C@]12[C@H]3CN([C@@H]13)C2(C)C
64,CCOC1(CC)COC1
65,C[C@H]1[C@H]2[C@@H]1[C@@]1(O)[C@@H](C)[C@@H]21
66,C[C@@H](C#N)C(=O)N
67,O[C@H]1[C@H]2CCN2[C@H]1C=O
68,O=CC[C@H]1NC21COC2
69,C[C@H]1O[C@H]2CC[C]2[CH]1
70,C[C@H]1CO[C@H]1C(=O)C#C
71,Cc1cc(C=O)c(C)o1
72,[NH][C]1NC=CNC1=O
73,COCCOC[C@@H](C)O
74,C[C@]12CO[C@H]1CO[C]2[NH]
75,C[C@H]1COC(=O)N[C@H]1C
76,O[C@H]1C[C@H]2[C@H]3C[C@@H](C1)[C@@H]23
77,NC1=NNC(=O)[C]([NH])N1
78,CN=C1OCC[C@H]1CO
79,Cc1c(OC=O)onn1
80,C[C@H]1CN=C(N)C1=NO
81,CCC(=O)[C@]12C[C@H]1CC2
82,O=C1NC[C@H]2C[C@H]2C=C1
83,C1C[C@H]2CCO[C@H](C2)O1
84,C1[C@H]2N1C=NC12COC1
85,O=CC[C@]12CC[C@H]1CO2
86,C[C@]1(C[C@]1(O)CO)C=O
87,CC[C@H]1C[C@]21CCOC2
88,O[C@H]1Cn2ccnc12
89,N#C[C@]12C[C@H]1[C@H]1C[C@@H]2C1
90,Cc1ccccc1C
91,Nc1c(OC=O)occ1
92,C[C@@]1(O)C[C@H]1CC#C
93,C[NH2]CC[N]C(=O)C#N
94,O=C1C[C@]2(CN2)CC=C1
95,C[C@H]1C[C]([NH])N1C=O
96,CC(=O)[C@@]1(O)C[C@H]2O[C@@H]12
97,C[C@H]1COc2n[nH]cc12
98,CCC1CN(CC=O)C1
99,C[C@H]1CCCC1=O
100,CC[C@H]1CO[C]([NH])[C@H]1O
101,CC[C@@H](O)C[C@H]1CCO1
102,C[C@]12C[C@]3(O)[C@@H]4[C@H]1[C@H]2[C@H]34
103,O[C@@]1(C=O)[C@H]2[C@H]3O[C@H]3[C@@H]12
104,OCc1nccn1C=O
105,CC[C@]1(CO1)[C@@H](O)C#C
106,OC[C@H]1[C@@H](O)[C@H]1NC=O
107,CCn1ccc(OC)c1
108,Cc1cccc(O)n1
109,C[C@]12OCC[C@H]1[C@H]1C[C@@H]21
110,COCCNC(=O)C=O
111,C[C@@H](CO)[C@H]1[C@@H](C)[C@H]1C
112,C[C@@H](O)C[C@@H](C=O)C#N
113,CO[C@]12C[C@H]1N(C2)C=O
114,O[C@H]1[C@@H]2NC[C@]2(O)C1=O
115,C#CCc1conn1
116,C[C@H]1OC[C@H]2C=CC[C@@H]12
117,C[C@H]1CC[C@H]2CC=C[C@@H]12
118,C[C@@H](O)C[C@@]1(O)C[C@H]1C
119,CN=C(C)NC(=O)N
120,O=C1CC(C1)C1CCC1
121,OCC#C[C@]12CC[C@H]1N2
122,COC(=O)[C@H]1[C@@H](O)[C@H]1O
123,C[C@H]1N=COC21CC2
124,CC[C@H]1O[C@@H](C)C[C@H]1C
125,CO[C@]12C[C@H]1CCC2=O
126,CN1[C@H]2[C@@H]3O[C@@]2(C)[C@]13C
127,C1C[C@@H]2CCOC[C@H]2C1
128,C[C@H]1[C@H]2CC=C(C#N)[C@@H]12
129,COCCC#CC#CC
130,N#C[C@@]12CC[C@@H](N1)C=C2
131,O[C@H]1CC[C@@H]2O[C@H]1C=C2
132,N[C@]1(C[C@H]1O[CH][NH])C#N
133,C[C@H]1CO[C@@H](C#C)C1=O
134,O=Cc1noc(c1)C#C
135,CC1(CCCC1)C=O
136,C[C@H]1[C@H]2CCC[C@@H]1[C@H]2O
137,O[C@H]1[C@H]2C[C@@]2(O)[C@H]1C#C
138,C[C@@H](O[C]([NH])C#C)C#N
139,OC1(CC1)c1ccco1
140,CCOc1c[nH]cc1
141,OCc1coc(n1)C#C
142,CC1(C)[C@H]2C(=O)O[C@@]12C
143,C#CC[C@H]1O[C@H]1C1CC1
144,O=CC[C@H]1[C@H]2[C@H]3CN1[C@@H]23
145,CC(C)C1(CO1)C(C)C
146,Cc1c2onnc2no1
147,CCC[C@@H](O)C(=O)C
148,CO[C@H]1CCN=CO1
149,C1[C@H]2CCO[C@H]3C[C@@]12C3
150,O[C@H]1[C@H]2O[C@H]2CC1=O
151,C[C@]12N[C@H]1C[C@]12CO1
152,CCNc1ccn[nH]1
153,CC(=O)[C@@](C)(O)C(=O)N
154,CC#C[C@]12CC[C@H]1O2
155,OCCc1c[nH]nc1O
156,C[C@H]1C[C@@H](C=C1)[C@H]1CO1
157,C[N]C1=NC(=NCN1)O
158,CC(C)[C@@H](O)CC#C
159,CCC[C@H]1O[C@H]2C[C@H]2O1
160,C1[C@H]2[C@H]3OCCN1[C@@H]23
161,O=C[C@]12C[C@H]1C[C@H]1C[C@@H]21
162,CO[C@]1(C[C@H]1O)[C@H]1CO1
163,C1C[C@@]2(CO1)CN=CO2
164,CC[C@@]1(CO)C[C@H]2N[C@@H]12
165,O=C[C@H]1C[C@H]2CC(=O)[C@@H]12
166,CCCC(=O)CC#C
167,C#CC1=C[C@@H]2C[C@H]1CO2
168,CNC(=N)C(=O)C#CC
169,C[C@H]1[C@H]2C[C@H]2CC1(C)C
170,Cc1c2[C@H]3C[C@H]3n2cc1
171,C[C@@H](C#N)C(=O)C
172,O[C@H]1[C@H]2CC[C@H]2[C@H]1C=O
173,C[C@@](O)(C#N)C1(O)CC1
174,CCc1c(N)[nH]nn1
175,O=C[C@H]1CC[C@]21CN2
176,C[C@H]1CN1C[C@@H](O)CO
177,CC[C@H]1CN1C(=O)CO
178,CCCn1ncnc1C
179,CCN1CN=C([NH])C=N1
180,O=C(CC#C)[C@H]1CCO1
181,CC1(C)C=CC[C@H]2C[C@@H]12
182,Cc1ccc(N)nc1O
183,O=COC[C@H]1C[C@H]1C=O
184,CN1[C@H]2[C@@H](O)[C@H]2[C@H]1C=O
185,OC[C@H]1CCCC=CC1
186,C[C@H]1C[C@H]2C[C@@H](O)[C]2[CH]1
187,C[C@H]1CCc2c1[nH]cc2
188,OC[C@H]1[CH][C]2C[C@@H]3[C@H]2N13
189,O=C(C#N)[C@H]1[C@H]2CO[C@@H]12
190,O=CCN1CCC=CC1
191,Nc1c(N)oc(=O)o1
192,O[C@H]1[C@@H](C=O)[C@]1(O)C#C
193,C1[C@H]2C[C@@H]1CCC2
194,O=C1OCCO[C@H]1C#C
195,CCNC(=NC)C#N
196,[NH][CH]O[C@H]1C[C@H]1[C@H]1CO1
197,NC1(CC(=O)O)CCC1
198,CCC[C@@]1(O)CC=CC1
199,C#CC[C@@]12CN3C[C@@H]1[C@@H]23
200,C[C@@]12C[C@]1(C)[C@@H](C2)C#N
201,OC[C@H]1COCOC1=O
202,O=Cc1nonc1
203,C1C=C[C@H]2C(=O)C[C@@H]1O2
204,[NH3]C1=CC(=O)NC(=O)[CH]1
205,C[C@H]1N[C@H]1C#N
206,C#C[C@H]1[C@H]2CO[C@@H]1OC2
207,O=C(C#N)n1cnnn1
208,C[C@H]1CC[C@]21CC2(C)C
209,CC[C@H]1CC1(C=O)C=O
210,CC1(C)C[C@@H](C#C)[C@H]1O
211,CN[C@@H](C#CC)C(=O)O
212,CO[C@@H](C#N)[C]([NH])OC
213,CO[C@H]1C[C@@H](C)C21CC2
214,NC1=NCc2n[nH]nc12
215,C[C@@]12C[C@@H](O1)[C@@H](O)[C@H]2O
216,CN(C)CC(=O)O
217,CCCC(=O)CC1CC1
218,O[C@@H](C=O)[C@H]1[C@H]2CN1C2
219,O[C@]12CC(=O)[C@H]1OCC2
220,CC1=CC(=O)N[C@H]1C#C
221,CC1=C[C@H]2CO[C@]1(C)C2
222,O[C@@]12[C@H]3[C@@H]1[C@@H]1CC[C@H]3[C@H]21
223,COc1nc(=O)[nH]cn1
224,OCCCC1CCC1
225,C[C@@]12[C@H]3C[C@@H](CC1=O)[C@@H]23
226,C[C@@]12C[C@@]3(C)[C@@H]1C[C@@H]23
227,Nc1c[nH]c(n1)[C@H]1CO1
228,COCC[C@@H](OC)C=O
229,O[C@H]1CC[C@]2(CO2)C1=O
230,COC(=NC)C[C@H]1CN1
231,CC(C)OC1(CC1)C#N
232,COCCC(C=O)C=O
233,CC(C)C(=O)CN1CC1
234,C[C@@H]([C@H]1CN1)N(C)C=O
235,CN1[C@H]2[C@]3(O)C[C@@]2(O)[C@H]13
236,C1[C@H]2C[C@@H]3C=C[C@H]2C[C@H]13
237,CC#C[C@]1(C[C@H]1C)C#C
238,CC[C@@H](O)[C@@H](C)CC#N
239,CCn1cnc(N)c1
240,OC[C@]1(C[C@H]1C#N)C#N
241,C[C@@]12CC[C@H]3[C@@H](CC1)[C@@H]23
242,N#C[C@H]1CO[C@H]2C[C@H]2C1
243,C[C@H]1[C@@H](C)[C@]1(C)N1CC1
244,C1N[C@]21C=C[C@@H]1C[C@H]2O1
245,O=C1OC[C@H]2N[C@@]12C#C
246,O[C@H]1C[C@H]2C[C@H]3[C@@H]1CN23
247,C1[C@H]2O[C@@H]3CCO[C@H]2[C@H]13
248,CN[C@]1(CC[C@H]1O)C#N
249,CNc1nc(C)n[nH]1
250,CCOCc1cnno1
251,Cc1c(O)cnnc1O
252,C[C@@]1(O)[C@H]2CCC[C@@]12C
253,CC[C@@]1(CO)OC[C@H]1O
254,Cc1cc2c([nH]1)OCC2
255,CC(=NO)[C@@H](CO)C#C
256,[NH][C]1CN=C2CCCN12
257,O=C[C@H]1OC21CCC2
258,CCCC[C@]12C[C@H]1CO2
259,C[C@]12[C@H]3[C@H](CCN13)[C@H]2O
260,Cn1ncnc(F)c1=O
261,CNC(=O)[C@H]1OC[C@H]1C
262,Cc1c(F)oncc1=O
263,C1C[C@H]2[C@@H]1n1cncc21
264,C1CC21CCCCO2
265,C[C@@H](O)[C@@]1(C)C[C@]1(C)O
266,N#C[C@]12NC[C@H]1N1C[C@@H]21
267,CN1C=C(C=O)[C@H]2C[C@@H]12
268,O=CCC(=O)CCC#C
269,O[C@H]1[C@H]2C[C@@H]3CC[C@H]2[C@H]13
270,CC(C)(CC#C)OC=O
271,Fc1ncccc1C=O
272,O[C@H]1CC(=O)CCC1=O
273,OC[C@@]12[C@H]3C[C@H]4[C@@H]1N4[C@@H]23
274,O[C@]1(CNCC=C1)C#N
275,C[C@H]1OC[C@@H](O)C1(C)C
276,N[C@@]12[C@@H](NC1=O)[C@H]2C#C
277,N#CC#CC#CC#N
278,C[C@H]1C=C[C@@H](O)[C@H]2CN12
279,[NH][C]1OC=CC=NC1=O
280,ON=C1C[C@@]2(O)CC[C@@H]12
281,O=C(C#C)[C@@]12C[C@@H](C1)N2
282,CCCCC(C)(C)C=O
283,CN1[C@@H](CO)[C@@H](O)[C]1[NH]
284,C1O[C@H]1[C@]1(CN1)[C@H]1CO1
285,CC(=N[O])[C@@H](O)[C@H]1C[NH2]1
286,ON=C1[C@H]2O[C@@H]3C[C@H]2[C@H]13
287,OCC[C@H]1O[C@H]2CN[C@@H]12
288,[NH][CH]OC[C@]12CC[C@H]1O2
289,CC[C@@]1(C)N[C@H]1[C@H]1CO1
290,C[C@]12N[C@H]1[C@@H](O)C12CC1
291,[NH]C1=C[CH]OC(=O)O1
292,OC1(CCOCC1)C#C
293,CO[C@@]12C[C@@H](CC1)[C@H]2C
294,Cc1c2C=CCn2cn1
295,CC[C@H]1CCC=C1C
296,O=CCC#CCC1CC1
297,Cn1nncc1C
298,CO[C@H]1[C@@H](C)[C@H]1C(=O)C
299,O=C1C=CCC[C@H]2CN12
300,CC[C@H]1O[C@@H]2C[C@H]1C=C2
301,NC(=O)[C@H]1CCC(=O)O1
302,O=CC[C@H]1[C@H]2[C@@H]3C[C@H]2[C@H]13
303,CCn1nnc(N)c1N
304,C[C@H]1N[C@H]1C(=NO)C#C
305,N[CH]C(=[NH2])N.C(=O)=O
306,O=C[C@H]1OC[C@H]1CC#N
307,OC[C@H]1N[C]([NH])NC1=O
308,O=C[C@H]1C[C@H]1[C@H]1CO1
309,C[C@]12CC(=C[C@H]1N2)C#N
310,C1CCC=CCOC1
311,CO[C@H]1CC=CNC1=O
312,O=C1[C@H]2C[C@@H]1COC2
313,CC[C@@]12O[C@@H](C=C1)C2=O
314,C1O[C@]21C[C@H]1N[C@@H]21
315,CC#CC[C@H]1CC(=O)O1
316,OCCc1coc(=O)[nH]1
317,[NH][C]1C[C@@H](O1)C(=O)C=O
318,CCO[C@H]1C[C@]1(C)C#N
319,C[C@H]1N[C@]21CCOC2=O
320,C[C@]12OC(=O)[C@H]1[C@H]2C=O
321,C[C@H]1C[C@H]2C[C@H]2O1
322,O=C1C[C@H]2CN2C(=O)N1
323,COc1noc(C)n1
324,O[C@H]1CC=C(C1)C#N
325,O=C1C[C@H]2[C@@H](C3CC3)N12
326,C#CC1=CC[C@@H](C1)C#N
327,O=C1CC=CCC21CC2
328,Cn1cnc(=O)nc1F
329,[NH][C]1O[C@H]2CN3C[C@H]2[C@H]13
330,OCCNc1n[nH]nn1
331,O=CC#C[C@H]1C[C@H]1C#C
332,C1C[C@H]2[C@@H]1C[C@H]1OC[C@@H]21
333,C[C@H]1COC[C@H]1CO
334,CC1=C[C@@H](CC1=O)C#C
335,O=CC[C@]12CN1CCC2
336,O[C@H]1[C@H]2[C@H]3O[C@H]3[C@@]12C=O
337,COc1nc([NH])[nH]nn1
338,OCc1n[nH]c(=O)cc1
339,O[C@H]1C[C@H]2C[C@]1(O)C=C2
340,C[C@@H](C#N)[C@H]1CCCO1
341,CC[C@@](C)(C=O)C(=O)C
342,O[C@H]1CC(=O)COC1=O
343,COC(=NC)C[C@H]1CO1
344,OCc1c(CO)nc[nH]1
345,C[C@H]1C[C@@]23CC[C@@H]2C[C@@H]13
346,C[C@H]1Cn2c1cnc2O
347,CC[C@@](O)(C=O)[C@@H](C)O
348,C[C@@]12CC(=O)[C@H]3C[C@@H]1N23
349,CNc1n[nH]cc1OC
350,OC[C@]12C[C@H]1CC(=O)N2
351,NC1=CNC(=O)[C]([NH])O1
352,Nc1c(O)nc([nH]1)C#C
353,[NH][C]1OC[C@H]1NC=O
354,CC[C@]12CC[C@H]1N1C[C@@H]21
355,CO[C@@H](CC#N)C#C
356,CCOCC(=O)[C@@H](C)O
357,CC[C@@]1(O)C[C@@H](O)C1
358,Oc1cn(CC=O)nn1
359,CC[C@H]1CCOC(=N1)C
360,CO[C@H]1[C@@H](O)[C@H]2C[C@@]12O
361,CCc1c(O)nc(N)o1
362,CCN1[C@H]([NH])OC=C1O
363,CCOC(=O)[C@H]1CO1
364,CC[C@@]12[C@@H](C)[C@H]3[C@@H]1CN23
365,CO[C@@]12C[C@H]3[C@@H]1C[C@@]23C
366,Nc1ccc(F)nc1N
367,CCOCc1cocn1
368,OC1=NC(=CCO1)[NH]
369,COC[C@H]1CC=C[C@H]1O
370,C[C@@]12OC[C@H]3C[C@@H]1[C@@]23O
371,C[C@@H](CO)[C@H]1N[C@H]1C#N
372,CN1[C@H]2COC(=O)[C@@H]12
373,Fc1nccc(=O)[nH]1
374,C[C@H]1CO[C@H]2CC[CH][C]12
375,CC1(C)CC21CC(=O)C2
376,C[C@H]1NC(=O)[C@]1(C)CO
377,O[C@H]1CCC[C@]1(O)C#C
378,O[C@H]1CC[C@H]2[C@H]3[C@@H]1CN23
379,CCC[C@@H](CC)C#CC
380,CO[C@@]12C[C@]1(C)N1C[C@@H]21
381,C1CC21[C@H]1[C@H]3CC[C@@H]2N13
382,C[C@H]1CC=C(C#N)[C@H]1O
383,CCC1=CN(C)C(=O)C1
384,C[C@@H](O)[C@@]1(C)CO[C@H]1C
385,O=C1C[C@@H]2CC[C@@H](C2)O1
386,O[C@H]1C[C@@H](C#N)C(=O)C1
387,C[C@H]1CCC=C1C#C
388,O=C1CC=CC[C@]21CN2
389,O=C1C[C@@H]2C[C@H]1[C@H]1O[C@@H]21
390,CC(C)[C@H]1OC[C@H]1C=O
391,C[C@@]1(O)C[C@@H](C1)C(=O)N
392,O=CN[C@@H](CC#C)C=O
393,N#C[C@H]1COCCCO1
394,Nc1ncc[nH]c1=O
395,C[C@H]1C[C@@]2(C)[C@H]3C[C@H]3[C@@H]12
396,C[C@@]12CN=C(N)[C@]1(C)O2
397,Nc1c2[nH]nnc2c[nH]1
398,O=CCc1cnno1
399,Cc1cc2c(CCC2)[nH]1
400,CO[C@@]1(C)C[C@]1(C)O
401,CNc1ncncc1O
402,Nc1cncc(=O)cn1
403,C[C@]12O[C@@H]3[C@H]1[C@H]2[C@H]3C#N
404,[nH]1ccc2c1[nH]nc2
405,CC1=C[C@H]2[C@H]3C=C[C@@H]1[C@@H]23
406,Oc1ccc(F)c(F)n1
407,CO[C@H]1[C@H]2OC(=N[C@@H]12)C
408,C[C@H]1O[C@@H](C)[C@]1(C)C#N
409,CC1=CCC[C@]1(C)C#C
410,COC[C@@H](CC=O)C#N
411,C[C@@H](CC#N)[C@@H](O)C=O
412,O[C@H]1C[C@H]2C[C@]31OC[C@@H]23
413,C[C@@]1(O)[C@@H](NC1=O)C=O
414,CC1=CCNC(=O)C1
415,CN(C=N)c1ncn[nH]1
416,[nH]1cnccccnc1
417,C[C@@]1(O)[C@H]2N[C@@H]1[C@H]1N[C@@H]21
418,[NH][C]1OC[C@]2(CN2)C1=O
419,C[C@H]1C[C@]2(OC[C@@H]12)C#N
420,CC#C[C@@]1(C)CCOC1
421,O=C[C@H]1C[C@@H](O1)C#N
422,CC(C)NC(=N)C=O
423,CC[C@H]1[C@H]2C[C@]1(C)OC2
424,C[C@H]1[C@H]2C[C@]1(C)OC2
425,OCC[C@@H](O)[C@H]1CCO1
426,C[C@@H](O)[C@H]1CC(=O)CO1
427,O=C1NC[C@@H](O1)C#C
428,C[C@@]1(C#N)[C@H]2OC=N[C@@H]12
429,CC1(C)CN2C[C@H]2CO1
430,C[C@H]1C[C@@H](C)[C@@H](O1)C#N
431,CC[C@H]1C[C@H]1CC(C)C
432,CC#Cc1nonc1N
433,C[C@H]1[C@H]2[C@@H](N)[C@@H](C#N)N12
434,O=C[C@H]1C[C@H]1C(=O)C#N
435,O[C@H]1[C@H]2N[C@H]2C1=O
436,C[C@]12[C@H]3C[C@H]3N1[C@H]2C#C
437,CNC(=O)[C@H]1COCO1
438,NC(=O)Nc1cnc[nH]1
439,CC1=NC[C@]2(CN2)CO1
440,CN[C@@H](CCOC)C#N
441,C#CC[C@]12C[C@H]1COC2
442,CC1(C)[C@@H]2C[C@@H](C2)C1=O
443,CCC#Cc1n[nH]cc1
444,CC1=CCCOC1=O
445,CC(=O)N1[C@H]2CC[C@@]12C
446,NC(=NC1COC1)CO
447,OCc1nc(O)c(O)[nH]1
448,CO[C@H]1[C@H]2O[C@@H]1[C@H]2OC
449,C[C@H]1C[C@]2(N[C@@H]12)[C@H]1CN1
450,CCN[C@]12C[C@H]1O[C]2[NH]
451,O[C@@]12C[C@H]3O[C@]1(C=O)[C@@H]23
452,OC[C@H]1CC(=O)CCO1
453,C1[C@H]2O[C@]3(CC=CC3)[C@@H]12
454,C[C@H]1OC[C@@H]2O[C@H]1[C@H]2O
455,C[C@H]1O[C@@H](C[C@H]1O)C#C
456,O[C@H]1COC[C@@H](O)C1=O
457,C[C@H]1[C@H]2O[C@@H]1C2(C)C
458,[NH][C]1C[C@@H]2[C@H]3N[C@@H]2[C@H]3O1
459,Cc1cc(N)cc(F)n1
460,CC1(C)C[C@@]2(CO)N[C@@H]12
461,C[C@@](CCO)(C=O)C#N
462,CCN=C1NC=CC1=O
463,Cc1c(N)oc(=O)[nH]1
464,Nc1cncnc1C#C
465,CC1(C)N[C]([NH])NC1=O
466,O[C@H]1[C@H]2[C@H]3C=C[C@@H]1[C@@H]23
467,CN1C[C@H]2O[C@H]3[C@@H]1[C@@]23O
468,Oc1c(O[CH][NH])cc[nH]1
469,COC(=O)N(C)CC=O
470,O=C1CNC[C@H]1C#N
471,O[C@H]1COc2conc12
472,Nc1nn(CC=O)cn1
473,C[C@@H](O)[C@@]1(O)[C@H]2C[C@@H]1C2
474,O=C[C@H]1N=CO[C@H]1C#N
475,CCNc1c(O)occ1
476,CC1=C(NC=N[C@H]1O)[NH]
477,C[C@H]1O[C@]21CC[C@H]1N[C@@H]21
478,O[C@H]1CCN2CC(=O)[C@@H]12
479,Cn1c(O)nc(O)c1O
480,CC[C@@H](C)C1=CCOC1
481,C[C@H]1CC[C@]21C[C@H]2C#C
482,COc1c(N)c(O)c[nH]1
483,CO[C@]12[C@@H](O)[C@H]1N[C]2[NH]
484,CO[C@H]1C[C@@](C)(O)C1=O
485,CN[C@H]1C(=O)COC1=O
486,C[C@]1(N[C@H]2CO[C@@H]12)C=O
487,CC[C@H]1C=C[C@@]2(C)C[C@@H]12
488,ON=C1CN(C=O)C=C1
489,OC[C@]12O[C@H]1CCC=C2
490,C[C@H]1O[C@]21[C@@H](C)C[C@H]2O
491,CN(C=O)C1(C)COC1
492,Cc1coc(OC=O)n1
493,CN1CCCN=C1C=O
494,O[C@@H](C=O)[C@H]1C[C@H]1C#C
495,O=CCN1CC[C@H]1C=O
496,CCOC[C@@H](C)O
497,C[C@@]12C[C@@]3(CO)C[C@@H]1[C@@H]23
498,C[C@H]1CN2C[C@@H](C2)O1
499,C[C@H]1O[C@@H]2[C@H]3[C@@H]4O[C@]13[C@H]24
500,CC[C@@H](C=O)C#C
501,C[C@@]12C[C@@H](COC1=O)O2
502,CC[C@H]1C[C@H]2N[C@H]2CO1
503,OC[C@]12C[C@H]1C(=NO)C2
504,CN(C)c1ccnn1C
505,C[C@@H](CCO)[C@@H](O)C=O
506,O=C1C[C@@H]2[C@H]3C[C@@H]2[C@H]3O1
507,CCN1C[C@@]2(O)[C@@H](O)[C@@H]12
508,O=C[C@H]1[C@H]2[C@@H]3CO[C@H]2[C@H]13
509,N#C[C@@]12C[C@H]3[C@@H](CO1)[C@@H]23
510,FC1=NC=C(NC1)[NH]
511,O[C@@]1(C=O)[C@H]2O[C]([NH])[C@@H]12
512,O[C@H]1CN=CN(C1)C=O
513,CCN=c1onc(O)o1
514,O=CC1=CN2C[C@H]2CC1
515,C[C@@H](N)C(=O)O[CH][NH]
516,CN1C[C@@](O)(C#N)[C]1[NH]
517,ON=C1C[C@H]2[C@@H](O)[C@@]12O
518,C[C@H]1CO[C@@H](C)[C@]21CN2
519,[NH]C1=N[N]OC(=C1)C=O
520,CCc1c(O)cc[nH]1
521,CN1[C@H]2[C@H]3[C@H]4[C@@H]1[C@@H]2[C@@]34C
522,C#CC[C@]1(CN1)C#N
523,CC[C@@]1(C)CN1CC#N
524,O[C@H]1CC(=O)C=C1
525,C[C@H]1[C@@H](O)c2ccnn12
526,CC(C)[C@@H](C#N)C1CC1
527,C[C@H]1C[C@@H]2C[C@@H](O2)[C@H]1O
528,CN(C)[C@]12C[C@H]1NC2=O
529,CC[C@H]1O[C@@H](CO)[C@H]1O
530,o1ncc2cncc2n1
531,Cc1c(N)cc([nH]1)C=O
532,CN(C=N)C(=O)C1CC1
533,C[C]([NH])OCC(=O)C=O
534,C[C@H]1OCC[C@]1(C)CO
535,C[C@@H](OC(=O)N)C(=O)C
536,CC[C@@](OC)(C=O)C#N
537,C1O[C@@]23CCN4[C@@H]2[C@@H]1[C@@H]34
538,C#C[C@H]1N2C[C@H]2[C@]21CO2
539,C[C@H]1C[C@H]2[C@H]3N[C@H]3[C@@]12C
540,C#C[C@]12CN1CCC=C2
541,C#C[C@]1(C[C@H]1C#N)C#N
542,CN(C)C(=O)CC=O
543,C1[C@H]2[C@H]3O[CH][N][C@@H]1[C@@H]23
544,Cc1nocc1C#C
545,C[C@H]1[C@@H](C[C@]21CO2)C#N
546,CC#CC1=CCCC1=O
547,NC1=CC(=O)OC[C@H]1O
548,CNC(=N)NC(=O)C#C
549,C[C@]1(N[C@H]1C(=O)N)C=O
550,C[C@H]1C[C@H]2CO[C@H]([NH])N12
551,C[C@H]1N[C]([NH])[C@]1(O)C#C
552,O[C@@]12CN3[C@@H]1C[C@@H]23
553,CO[C@@]1(C)C[C@H]2N[C@H]2C1
554,C1[C@H]2[C@@H]3CCC[C@H]2[C@H]13
555,CN1[C@H]2[C@@H]3CN4[C@@H]3[C@@H]1[C@@H]24
556,C[C@@]12O[C@H]3C[C@@H]1O[C@@H]2C3
557,CCOC[C@H]1COC=N1
558,C#C[C@H]1OCC[C@H]2O[C@@H]12
559,CC[C@H]1[C@H]2C[C@@H]3C[C@H]2[C@H]13
560,C[C@H]1[C@H]2CO[C@@H](C)[C@@H]1O2
561,CN1C[C@H]1[C@H]1[C@H]2C[C@@H]1O2
562,C[C@H]1N=C(C)O[C@H]1C#N
563,CC(=O)[C@@](C)(O)CCO
